country_code,year,gdp_per_capita,population,inflation_hcpi,dependency_ratio,employment_rate,interest_rate
MDA,1996,6063.1406,2947293.0,23.506000518798828,56.1849614186777,54.924,6.89444895978897
MDA,1997,6185.8394,2936413.0,11.77299976348877,55.2686626670516,54.836,18.5080142943868
MDA,1998,5783.486,2935227.0,7.696000099182129,53.9340615311033,53.878,19.516656455887
MDA,1999,5597.4653,2930622.0,39.262001037597656,52.2927141064316,53.338,-3.0380708248234
MDA,2000,5727.079,2924668.0,31.20599937438965,50.5562462195797,54.796,5.06398953898559
MDA,2001,6090.0347,2918135.0,9.640999794006348,48.7709381003071,53.677,14.8140125383154
MDA,2002,6580.2783,2911385.0,5.218999862670898,46.9737309731797,53.308,12.4688960547496
MDA,2003,7034.358,2903198.0,11.666999816894531,45.2277213458685,53.596,3.85074370605451
MDA,2004,7573.6177,2896023.0,12.425999641418457,43.7107447244036,51.6,11.9933288814659
MDA,2005,8161.4736,2888985.0,11.85099983215332,42.6576130378575,51.727,9.0692458578458
MDA,2006,8577.028,2880967.0,12.706999778747559,41.9919515615104,55.618,4.15294417758929
MDA,2007,8854.834,2874299.0,12.381999969482422,41.4201256215393,57.228,2.51601878178444
MDA,2008,9563.698,2868833.0,12.704000473022461,40.7533317404238,58.338,10.8197163401692
MDA,2009,9001.234,2865213.0,0.006000000052154064,39.9841607416017,58.85,17.9846181479641
MDA,2010,9649.951,2862354.0,7.357999801635742,39.2276109366252,61.487,-12.7114067207707
MDA,2011,10217.309,2860699.0,7.650000095367432,38.7021715646631,62.671,5.77428512369844
MDA,2012,10158.386,2860324.0,4.558000087738037,38.53681973897,63.369,5.57968418273751
MDA,2013,11080.063,2859558.0,4.568999767303467,38.9863509860321,64.013,8.05427757577723
MDA,2014,11641.121,2857815.0,5.058000087738037,40.5178254811007,68.261,5.58218922393701
MDA,2015,11691.08,2835978.0,9.628000259399414,42.7369673494204,68.964,5.58218922393701
MDA,2016,12377.366,2803186.0,6.381999969482422,44.9617606494355,68.795,5.58218922393701
MDA,2017,13118.822,2755189.0,6.576,47.0079400184721,67.222,5.58218922393701
