country_code,latest_gdp,avg_shock_growth,speed_2008,quality_2008,speed_2020,quality_2020,avg_employment,avg_dependency,avg_inflation,cluster,cluster_name
OWID_LMC,8995.874,1.814285552814829,1.0,116.16572688294276,2.0,110.27726462649652,55.79288227142857,,,0.0,Resilient Emerging
OWID_UMC,21737.637,3.078067711114549,1.0,121.16972636786902,1.0,113.28344003151794,63.107724757142854,,,0.0,Resilient Emerging
OWID_WRL,21405.117,0.3685734157251126,2.0,106.24479638983408,1.0,106.98759784378996,59.26889758571429,,,0.0,Resilient Emerging
PAK,5500.3237,0.4457698976901431,1.0,99.72148412161224,1.0,102.31906325452664,49.67861428571429,80.74468761544932,9.386707603231727,0.0,Resilient Emerging
PAN,36394.918,1.0329105497333715,1.0,123.70567665943122,2.0,108.1692356230046,59.88608571428571,57.55502547736616,1.8647966817913313,0.0,Resilient Emerging
PER,15661.75,2.2933550134629894,1.0,123.72313242752814,2.0,99.12076423882937,68.46174285714285,60.49526092279679,229.89219864307753,0.0,Resilient Emerging
PHL,10375.94,-0.9084025453384408,1.0,109.38764754109027,2.0,104.72095980086952,58.85548571428571,66.50164792287998,5.690148901847475,0.0,Resilient Emerging
PLW,16425.973,-7.207123555460063,4.0,96.7968527038449,,84.15368539544357,,42.801217232526604,2.566284219293675,,
PNG,4288.5283,-1.8610108567237185,1.0,105.05050988085152,,97.77377374845562,47.98295714285714,69.18329972466655,6.587138537488602,,
POL,45153.043,3.6314195110273926,1.0,116.49070869193052,1.0,114.3816475047418,51.19945714285714,46.92246933225452,26.608332606080506,0.0,Resilient Emerging
PRI,44205.75,-1.3203659409345814,14.0,97.8130339680522,2.0,102.83647167189235,38.31774285714286,55.182542810906746,1.9300285700304167,2.0,Struggling Developed
PRT,42197.203,-1.610405123440581,9.0,97.04733486682996,2.0,103.93141682955618,55.2089,51.693055336126235,3.3233423706850944,2.0,Struggling Developed
PRY,16296.283,1.2015759029117752,1.0,117.65948624423012,1.0,103.2945194553682,65.75141428571429,66.58492380153109,8.967349647614567,0.0,Resilient Emerging
PSE,3845.503,0.2916480356125073,1.0,121.71701055078164,,85.50596812608066,32.83364516129032,86.12177326330388,3.0756457723469675,,
QAT,110889.79,0.8477253204008743,2.0,132.86292677620523,1.0,103.00736024961851,84.69012857142857,26.406679336049812,3.0658969903885165,0.0,Resilient Emerging
ROU,40504.0,2.432580927563657,1.0,107.49064450927376,1.0,110.21227553855294,47.50761428571428,48.843629612232675,41.4687973444083,0.0,Resilient Emerging
RUS,41704.71,0.27756199553376204,2.0,105.56008099203288,1.0,106.8812079105407,57.6961,45.207310905951964,99.7230690617196,0.0,Resilient Emerging
RWA,3264.6445,3.690032797738796,1.0,123.60714715576242,1.0,114.82810306086162,54.247542857142854,88.17303551826456,8.951015839625082,0.0,Resilient Emerging
SAU,62792.773,-0.49701006202110287,2.0,109.9909697245706,1.0,102.92766234307292,50.691585714285715,54.60469199811278,1.9847764555194383,0.0,Resilient Emerging
SDN,1861.398,-3.944964297684936,3.0,101.17399284611908,,60.159013739037725,40.18411428571429,89.93689649562182,541.8759296473435,,
SEN,4460.924,1.0592608804676997,1.0,101.40087788628968,1.0,105.75219113841916,48.075,86.48975216246274,2.728173724452277,0.0,Resilient Emerging
SGP,132569.53,1.16358120475733,2.0,109.81991876489371,1.0,107.86011604130172,63.794757142857144,31.792612006695787,1.8943001518922915,2.0,Struggling Developed
SLB,2353.248,-0.6666651828722587,1.0,116.48943708387208,,87.90052301670634,82.61962857142856,81.8104586256316,7.0277907937912625,,
SLE,3098.763,-0.007435995664550887,2.0,108.94618626065866,2.0,106.38993899944565,58.1714,84.79857550417766,21.746114586347332,0.0,Resilient Emerging
SLV,11669.082,0.7150038366066425,2.0,104.6114704518218,1.0,108.35273784804124,57.068714285714286,65.16355823170198,4.823710404712204,0.0,Resilient Emerging
