country_code,year,gdp_per_capita,population,inflation_hcpi,dependency_ratio,employment_rate,interest_rate,is_shock,shock_label,gdp_growth_rate,recovery_speed_covid_2020,recovery_speed_recession_2008,recovery_quality_covid_2020,recovery_quality_recession_2008,gdp_lag_1,growth_lag_1,gdp_lag_2,growth_lag_2,gdp_lag_3,growth_lag_3,gdp_rolling_mean_3yr,gdp_rolling_std_3yr,growth_rolling_mean_3yr,gdp_rolling_mean_5yr,gdp_rolling_std_5yr,growth_rolling_mean_5yr,pre_shock_baseline_2008,pre_shock_baseline_2020,gdp_dev_from_2008_baseline,gdp_dev_from_2020_baseline
ABW,2000,37524.035,90588.0,4.048999786376953,43.3179869318272,,10.9174500760991,0,none,6.519223616269776,3.0,11.0,105.83097974855792,88.28093526359372,35227.477,-0.12596143797843906,35271.906,-0.4871661619350487,35444.58,2.9784049300061177,36007.806000000004,1313.2807275449534,1.968698672118763,35577.4856,1157.9827448901424,1.2301266128658717,38952.53366666666,39016.098333333335,,
ABW,2001,38729.457,91439.0,2.890000104904175,43.2308391159286,,15.885948876168,0,none,3.212399732598059,3.0,11.0,105.83097974855792,88.28093526359372,37524.035,6.519223616269776,35227.477,-0.12596143797843906,35271.906,-0.4871661619350487,37160.323000000004,1779.0954989285965,3.2018873036297983,36439.491,1600.17659458527,2.419380135792093,38952.53366666666,39016.098333333335,,
ABW,2002,38098.906,92074.0,3.319999933242798,43.0780227806007,,6.57378500312943,0,none,-1.6280915066792634,3.0,11.0,105.83097974855792,88.28093526359372,38729.457,3.212399732598059,37524.035,6.519223616269776,35227.477,-0.12596143797843906,38117.46600000001,602.9252895019227,2.701177280729524,36970.356199999995,1627.6502601052578,1.4980808484550168,38952.53366666666,39016.098333333335,,
ABW,2003,38086.01,93128.0,3.660000085830689,42.8753336810776,,7.42457507462851,0,none,-0.03384874095859747,3.0,11.0,105.83097974855792,88.28093526359372,38098.906,-1.6280915066792634,38729.457,3.212399732598059,37524.035,6.519223616269776,38304.791000000005,367.8280649583113,0.5168198283200658,37533.177,1357.6722295802897,1.588744332650307,38952.53366666666,39016.098333333335,,
ABW,2004,40000.562,95138.0,2.5299999713897705,42.6913039565648,,6.60450953637949,0,none,5.026916707735984,3.0,11.0,105.83097974855792,88.28093526359372,38086.01,-0.03384874095859747,38098.906,-1.6280915066792634,38729.457,3.212399732598059,38728.492666666665,1101.663228173337,1.1216588200327076,38487.794,947.1488395012173,2.6193199617931917,38952.53366666666,39016.098333333335,,
ABW,2005,38828.215,97635.0,3.400000095367432,42.6369612856099,,5.64637297616821,0,none,-2.9308263218901787,3.0,11.0,105.83097974855792,88.28093526359372,40000.562,5.026916707735984,38086.01,-0.03384874095859747,38098.906,-1.6280915066792634,38971.59566666667,965.2957328489009,0.6874138816290691,38748.63,780.2630404796218,0.7293099741612008,38952.53366666666,39016.098333333335,,
ABW,2006,38566.8,99405.0,3.609999895095825,42.7685060178669,,5.81310509823675,0,none,-0.6732604112756446,3.0,11.0,105.83097974855792,88.28093526359372,38828.215,-2.9308263218901787,40000.562,5.026916707735984,38086.01,-0.03384874095859747,39131.859,763.588977927893,0.47427665819005344,38716.0986,784.6407990914081,-0.047822054613539944,38952.53366666666,39016.098333333335,,
ABW,2007,39462.586,100150.0,5.389999866485596,42.9917617327489,,4.97600231726435,0,none,2.322686870572621,3.0,11.0,105.83097974855792,88.28093526359372,38566.8,-0.6732604112756446,38828.215,-2.9308263218901787,40000.562,5.026916707735984,38952.53366666666,460.65115609352836,-0.42713328753106766,38988.8346,752.8341183121322,0.742333620836837,38952.53366666666,39016.098333333335,,
ABW,2008,39881.59,100917.0,8.960000038146973,43.260508496231,,5.9825479431511,1,recession_2008,1.061775323087022,3.0,11.0,105.83097974855792,88.28093526359372,39462.586,2.322686870572621,38566.8,-0.6732604112756446,38828.215,-2.9308263218901787,39303.65866666666,671.6484266231084,0.9037339274613325,39347.9506,633.272310574847,0.9614584336459607,38952.53366666666,39016.098333333335,2.385098595340839,
ABW,2009,34986.15,101604.0,-2.140000104904175,43.5354448619784,,8.84604657019821,1,recession_2008,-12.274936881904653,3.0,11.0,105.83097974855792,88.28093526359372,39881.59,1.061775323087022,39462.586,2.322686870572621,38566.8,-0.6732604112756446,38110.10866666667,2713.527114529224,-2.9634915627483367,38345.068199999994,1947.734104733293,-2.4989122842821665,38952.53366666666,39016.098333333335,-10.18260763371309,
ABW,2010,33951.625,101838.0,2.0799999237060547,43.4533955008381,,11.6661307585963,0,none,-2.9569558239474825,3.0,11.0,105.83097974855792,88.28093526359372,34986.15,-12.274936881904653,39881.59,1.061775323087022,39462.586,2.322686870572621,36273.121666666666,3167.545308027698,-4.723372460921705,37369.750199999995,2715.1132060478085,-2.5041381846936277,38952.53366666666,39016.098333333335,-12.83846824820577,
ABW,2011,34837.94,102591.0,4.320000171661377,43.0477704342006,,4.80197433814387,0,none,2.610523060383718,3.0,11.0,105.83097974855792,88.28093526359372,33951.625,-2.9569558239474825,34986.15,-12.274936881904653,39881.59,1.061775323087022,34591.905,559.4286458744855,-4.20712321515614,36623.9782,2814.409981321344,-1.8473814903617551,38952.53366666666,39016.098333333335,-10.56309636204151,
ABW,2012,33972.34,104110.0,0.6299999952316284,42.8649842877335,,8.20087500684476,0,none,-2.484647484897229,3.0,11.0,105.83097974855792,88.28093526359372,34837.94,2.610523060383718,33951.625,-2.9569558239474825,34986.15,-12.274936881904653,34253.96833333333,505.840348734948,-0.9436934161536644,35525.929,2481.3577354555305,-2.8088483614557247,38952.53366666666,39016.098333333335,-12.785288138852003,
ABW,2013,35621.785,105675.0,-2.369999885559082,43.0385229703024,,10.7097087655441,0,none,4.855258719299305,3.0,11.0,105.83097974855792,88.28093526359372,33972.34,-2.484647484897229,34837.94,2.610523060383718,33951.625,-2.9569558239474825,34810.68833333333,825.0601141785363,1.6603780982619314,34673.968,713.5759846417919,-2.0501516822132686,38952.53366666666,39016.098333333335,-8.550788236701845,
ABW,2014,35746.863,106807.0,0.4199999868869781,43.5153583617747,,6.37347405601159,0,none,0.35112782809731957,3.0,11.0,105.83097974855792,88.28093526359372,35621.785,4.855258719299305,33972.34,-2.484647484897229,34837.94,2.610523060383718,35113.66266666667,990.3909322112652,0.9072463541664652,34826.1106,862.3618685994305,0.4750612597871259,38952.53366666666,39016.098333333335,-8.229684605625264,
ABW,2015,36660.633,107906.0,0.4799999892711639,44.2477876106195,,6.37347405601159,0,none,2.5562243042137833,3.0,11.0,105.83097974855792,88.28093526359372,35746.863,0.35112782809731957,35621.785,4.855258719299305,33972.34,-2.484647484897229,36009.76033333334,567.1309792995836,2.5875369505368027,35367.912200000006,1013.3699315080837,1.577697285419379,38952.53366666666,39016.098333333335,-5.883829499460616,
ABW,2016,36832.902,108727.0,-0.8899999856948853,45.1551319021681,,6.37347405601159,0,none,0.46990186994315675,3.0,11.0,105.83097974855792,88.28093526359372,36660.633,2.5562243042137833,35746.863,0.35112782809731957,35621.785,4.855258719299305,36413.46600000001,583.6855504438839,1.1257513340847531,35766.9046,1137.6537673410535,1.1495730473312666,38952.53366666666,39016.098333333335,-5.4415758543596855,
