country_code,year,gdp_per_capita,population,inflation_hcpi,dependency_ratio,employment_rate,interest_rate,is_shock,shock_label,gdp_growth_rate,recovery_speed_covid_2020,recovery_speed_recession_2008,recovery_quality_covid_2020,recovery_quality_recession_2008,gdp_lag_1,gdp_lag_2,growth_lag_1,gdp_rolling_mean_3yr,pre_shock_baseline_2008,pre_shock_baseline_2020,gdp_dev_from_2008_baseline,gdp_dev_from_2020_baseline,world_gdp_growth,pct_countries_contracting,cluster_name
JPN,1994,36568.71,125178000.0,0.6954533457756042,43.1350245429377,61.771,3.93924918001128,0,none,0.8015619418092257,2.0,5.0,102.5211872506059,97.1200347748774,36277.92,36563.62,-0.7813777738637562,36470.083333333336,41623.71666666667,44694.89233333333,,,1.9845,31.0,Struggling Developed
JPN,1995,37442.895,125472000.0,-0.1278990507125854,43.4666246286158,61.421,4.05049499693949,0,none,2.390527311463808,2.0,5.0,102.5211872506059,97.1200347748774,36568.71,36277.92,0.8015619418092257,36763.175,41623.71666666667,44694.89233333333,,,2.4831,22.39,Struggling Developed
JPN,1996,38528.793,125757000.0,0.1366060972213745,43.9520529327622,61.34,3.11725468081069,0,none,2.9001443398006588,2.0,5.0,102.5211872506059,97.1200347748774,37442.895,36568.71,2.390527311463808,37513.46599999999,41623.71666666667,44694.89233333333,,,2.6125,19.4,Struggling Developed
JPN,1997,38814.254,126057000.0,1.7477993965148926,44.5676534115945,61.526,1.93461315395101,0,none,0.7409030436017039,2.0,5.0,102.5211872506059,97.1200347748774,38528.793,37442.895,2.9001443398006588,38261.98066666667,41623.71666666667,44694.89233333333,,,2.7406,19.7,Struggling Developed
JPN,1998,38217.195,126400000.0,0.6619737148284912,45.2102463428644,60.746,2.34822342548048,0,none,-1.5382467482178086,2.0,5.0,102.5211872506059,97.1200347748774,38814.254,38528.793,0.7409030436017039,38520.08066666667,41623.71666666667,44694.89233333333,,,2.0802,23.15,Struggling Developed
JPN,1999,38020.094,126631000.0,-0.3412898182868957,45.8791750960099,59.908,3.44463436181262,0,none,-0.5157390541090323,2.0,5.0,102.5211872506059,97.1200347748774,38217.195,38814.254,-1.5382467482178086,38350.51433333333,41623.71666666667,44694.89233333333,,,1.835,28.57,Struggling Developed
JPN,2000,39005.914,126843000.0,-0.6765817403793335,46.6755835541567,59.478,3.44952133346022,0,none,2.592892063864971,2.0,5.0,102.5211872506059,97.1200347748774,38020.094,38217.195,-0.5157390541090323,38414.40099999999,41623.71666666667,44694.89233333333,,,3.0891,19.02,Struggling Developed
JPN,2001,39062.28,127149000.0,-0.7400596141815186,47.6058531225117,58.881,3.08779538469562,0,none,0.1445062920458761,2.0,5.0,102.5211872506059,97.1200347748774,39005.914,38020.094,2.592892063864971,38696.096,41623.71666666667,44694.89233333333,,,1.6986,26.83,Struggling Developed
JPN,2002,38987.91,127445000.0,-0.9234935641288756,48.5344482614523,57.936,3.30182293291162,0,none,-0.1903882722667393,2.0,5.0,102.5211872506059,97.1200347748774,39062.28,39005.914,0.1445062920458761,39018.70133333333,41623.71666666667,44694.89233333333,,,1.713,23.79,Struggling Developed
JPN,2003,39501.81,127718000.0,-0.2565418183803558,49.3482801823691,57.575,3.48582884053981,0,none,1.318100918977172,2.0,5.0,102.5211872506059,97.1200347748774,38987.91,39062.28,-0.1903882722667393,39184.0,41623.71666666667,44694.89233333333,,,2.7913,20.87,Struggling Developed
JPN,2004,40351.777,127761000.0,-0.0085712950676679,50.2932483497693,57.559,2.92424060897809,0,none,2.15171659222706,2.0,5.0,102.5211872506059,97.1200347748774,39501.81,38987.91,1.318100918977172,39613.83233333333,41623.71666666667,44694.89233333333,,,3.6944,12.14,Struggling Developed
JPN,2005,41075.824,127773000.0,-0.2829476296901703,51.5938532384092,57.731,2.90562805988201,0,none,1.7943373348836555,2.0,5.0,102.5211872506059,97.1200347748774,40351.777,39501.81,2.15171659222706,40309.80366666667,41623.71666666667,44694.89233333333,,,3.2316,12.62,Struggling Developed
JPN,2006,41613.15,127854000.0,0.2493572235107422,53.0146521815892,57.89,2.54882304588839,0,none,1.3081320048503595,2.0,5.0,102.5211872506059,97.1200347748774,41075.824,40351.777,1.7943373348836555,41013.583666666666,41623.71666666667,44694.89233333333,,,3.7009,8.7,Struggling Developed
JPN,2007,42182.176,128001000.0,0.0600405000150203,54.3702199499157,58.047,2.60687838906944,0,none,1.367418712594448,2.0,5.0,102.5211872506059,97.1200347748774,41613.15,41075.824,1.3081320048503595,41623.71666666667,41623.71666666667,44694.89233333333,,,3.7619,10.58,Struggling Developed
JPN,2008,41645.57,128063000.0,1.3800793886184692,55.7290109699313,57.748,2.84698138603537,1,recession_2008,-1.2721155020547048,2.0,5.0,102.5211872506059,97.1200347748774,42182.176,41613.15,1.367418712594448,41813.632000000005,41623.71666666667,44694.89233333333,0.0525021191844534,,2.0455,24.76,Struggling Developed
JPN,2009,39279.5,128047000.0,-1.3528393507003784,56.7866882497385,56.83,2.3060326107459,1,recession_2008,-5.681444629044574,2.0,5.0,102.5211872506059,97.1200347748774,41645.57,42182.176,-1.2721155020547048,41035.748666666674,41623.71666666667,44694.89233333333,-5.631925388690664,,-1.4188,63.03,Struggling Developed
JPN,2010,40881.797,128070000.0,-0.7199763059616089,57.4033595360909,56.539,3.54576191518366,0,none,4.079219440165982,2.0,5.0,102.5211872506059,97.1200347748774,39279.5,41645.57,-5.681444629044574,40602.289,41623.71666666667,44694.89233333333,-1.7824445438357903,,2.9074,18.48,Struggling Developed
JPN,2011,40967.344,127833000.0,-0.2676315009593963,58.5847537839962,56.553,3.1744896870391,0,none,0.2092545002363666,2.0,5.0,102.5211872506059,97.1200347748774,40881.797,39279.5,4.079219440165982,40376.21366666666,41623.71666666667,44694.89233333333,-1.5769198890216112,,2.7469,18.01,Struggling Developed
JPN,2012,41596.92,127629000.0,-0.0519422255456447,60.5362463320268,56.44,2.18007652802857,0,none,1.5367752422514869,2.0,5.0,102.5211872506059,97.1200347748774,40967.344,40881.797,0.2092545002363666,41148.687,41623.71666666667,44694.89233333333,-0.0643783612147455,,1.5288,28.44,Struggling Developed
JPN,2013,42492.242,127445000.0,0.3464429676532745,62.6073022231989,56.853,1.66402193299863,0,none,2.152375704739673,2.0,5.0,102.5211872506059,97.1200347748774,41596.92,40967.344,1.5367752422514869,41685.502,41623.71666666667,44694.89233333333,2.086611679319037,,1.6887,25.0,Struggling Developed
JPN,2014,42674.7,127276000.0,2.761951446533203,64.4653380797358,57.309,-0.459381591769699,0,none,0.4293913227736867,2.0,5.0,102.5211872506059,97.1200347748774,42492.242,41596.92,2.152375704739673,42254.62066666666,41623.71666666667,44694.89233333333,2.524962731583708,,1.78,18.87,Struggling Developed
JPN,2015,43386.71,127141000.0,0.7895174026489258,66.0229941997136,57.485,-0.459381591769699,0,none,1.6684592978978283,2.0,5.0,102.5211872506059,97.1200347748774,42674.7,42492.242,0.4293913227736867,42851.21733333333,41623.71666666667,44694.89233333333,4.235550004945094,,1.6021,23.11,Struggling Developed
JPN,2016,43736.13,127076000.0,-0.116668701171875,67.3227876016443,58.107,-0.459381591769699,0,none,0.8053618262366502,2.0,5.0,102.5211872506059,97.1200347748774,43386.71,42674.7,1.6684592978978283,43265.846666666665,41623.71666666667,44694.89233333333,5.075023334052734,,2.0006,21.7,Struggling Developed
JPN,2017,44505.277,126972000.0,0.468,68.3095186249903,58.738,-0.459381591769699,0,none,1.7586078146374806,2.0,5.0,102.5211872506059,97.1200347748774,43736.13,43386.71,0.8053618262366502,43876.039,41623.71666666667,44694.89233333333,6.922880905637534,,2.2077,18.4,Struggling Developed
JPN,2018,44848.49,126811000.0,0.98,69.0229537254226,59.931,-0.459381591769699,0,none,0.7711737194669999,2.0,5.0,102.5211872506059,97.1200347748774,44505.277,43736.13,1.7586078146374806,44363.299,41623.71666666667,44694.89233333333,7.747442063278822,,2.0652,20.28,Struggling Developed
JPN,2019,44730.91,126633000.0,0.4769999980926513,69.4781102585107,60.55,-0.459381591769699,0,none,-0.2621715915073097,2.0,5.0,102.5211872506059,97.1200347748774,44848.49,44505.277,0.7711737194669999,44694.89233333333,41623.71666666667,44694.89233333333,7.464958879613112,,1.7415,22.64,Struggling Developed
JPN,2020,42992.48,126261000.0,-0.0163692912103031,69.8915691054857,60.207,-0.459381591769699,1,covid_2020,-3.886417691927124,2.0,5.0,102.5211872506059,97.1200347748774,44730.91,44848.49,-0.2621715915073097,44190.62666666667,41623.71666666667,44694.89233333333,3.2884217050936173,-3.80896394298655,-4.6196,89.62,Struggling Developed
JPN,2021,44355.348,125681593.0,-0.2333528,70.2569936325802,60.31,-0.459381591769699,1,covid_2020,3.1700148491084823,2.0,5.0,102.5211872506059,97.1200347748774,42992.48,44730.91,-3.886417691927124,44026.24600000001,41623.71666666667,44694.89233333333,6.562680010554875,-0.7596938164679282,4.414,16.04,Struggling Developed
JPN,2022,44972.344,125124989.0,2.508333,70.2463331657833,60.868,-0.459381591769699,0,none,1.3910295552184593,2.0,5.0,102.5211872506059,97.1200347748774,44355.348,42992.48,3.1700148491084823,44106.72400000001,41623.71666666667,44694.89233333333,8.044998384334564,0.6207681732342938,2.8762,15.57,Struggling Developed
